genotype,day,date,temp,food,pheromone,neuron,cell.ID,ID,area,mean,mode,min,max,IntDen,Median,RawIntDen,notes,exp_time,rescaledASI,medianASI,medianASJ,rescaledASJ
mg360,4,10_16_15,25,HB101,0,ASJ,456,9,0.884,1514.294,1513,1427,1590,1338.716,1517,51486,HB101 contaminated,,,,,
mg360,4,10_16_15,25,HB101,0,ASI,457,10,1.248,4095,4095,4095,4095,5110.867,4095,196560,HB101 contaminated,,,,,
mg360,4,10_16_15,25,HB101,0,ASI,458,10,1.586,4094.557,4095,4068,4095,6494.358,4095,249768,HB101 contaminated,,,,,
mg360,4,10_16_15,25,HB101,0,ASJ,459,10,1.144,1479.341,1519,1345,1560,1692.468,1492,65091,HB101 contaminated,,,,,
mg360,4,10_16_15,25,HB101,0,ASJ,460,10,1.144,1597.864,1452,1452,1695,1828.066,1609,70306,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,461,1,1.196,1694.63,1669,1505,1844,2026.9,1715,77953,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,462,1,0.728,1061.286,1074,963,1135,772.662,1074,29716,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,463,1,2.964,1286.167,1389,1035,1428,3812.427,1303,146623,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,464,2,3.432,4033.402,4095,3074,4095,13843.466,4095,532409,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,465,2,2.262,3966.368,4095,3227,4095,8972.463,4095,345074,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,466,2,1.326,881.725,797,686,1043,1169.238,887,44968,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,467,2,1.508,1687.914,1694,1542,1804,2545.527,1695,97899,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,468,3A,2.34,1730.933,1860,1221,1978,4050.627,1782,155784,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,469,3A,1.82,1024.814,871,601,1298,1865.274,1032,71737,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,470,3A,0.91,770.8,729,661,850,701.47,776,26978,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,471,3A,0.936,445.75,451,424,462,417.247,448,16047,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,472,3B,1.482,3054.719,3144,2519,3413,4527.366,3108,174119,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,473,3B,7.904,2668.431,4095,1219,4095,21092.546,2462,811203,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,474,3B,3.588,720.522,720,591,840,2585.387,725,99432,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,475,3B,1.898,979.726,1029,797,1076,1859.632,992,71520,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,476,5,1.352,1484.596,1419,1351,1587,2007.295,1500,77199,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,477,5,1.898,1039.959,1018,957,1196,1973.961,1029,75917,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,478,5,1.092,561.643,561,517,601,613.351,563,23589,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,479,5,1.898,762.849,783,613,843,1447.975,772,55688,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,480,6,2.158,1103.699,1182,875,1231,2381.925,1118,91607,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,481,6,2.262,1807.563,1801,1375,2099,4088.954,1837,157258,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,482,6,0.832,686.531,697,628,732,571.228,683,21969,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,483,7,0.936,1354.528,1332,1227,1434,1267.914,1366,48763,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,484,7,1.508,1788.603,1744,1574,1986,2697.376,1805,103739,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,485,7,1.378,840.717,855,784,878,1158.578,841,44558,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,486,7,1.144,968.205,981,923,1016,1107.693,972,42601,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,487,8,0.832,3470.438,3599,2865,3722,2887.578,3565,111054,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,488,8,2.314,2073.292,1853,1683,2470,4797.886,2080,184523,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,489,8,1.196,1212.739,1175,1136,1274,1450.523,1214,55786,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,490,8,0.988,736.342,714,665,795,727.55,741,27981,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,491,9,1.69,1564.2,1441,1171,1712,2643.657,1589,101673,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,492,9,1.248,1295.521,1203,1088,1406,1616.907,1314,62185,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,493,9,1.196,900.848,857,829,968,1077.479,905,41439,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,494,9,0.988,901.526,868,790,1023,890.762,896,34258,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,495,10,1.274,1290.122,1460,909,1494,1643.715,1322,63216,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASI,496,10,1.404,1165.685,1218,1041,1242,1636.72,1172,62947,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,497,10,0.884,689.382,660,655,738,609.451,687,23439,HB101 contaminated,,,,,
mg360,4,10_16_15,27,OP50,0,ASJ,498,10,1.352,850.615,805,782,893,1150.101,858,44232,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,499,1,2.158,664.325,655,563,734,1433.7,669,55139,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,500,1,1.69,500.554,459,443,536,845.987,505,32536,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,501,2,1.248,2447.208,2488,2092,2666,3054.3,2494,117466,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,502,2,1.586,2233.885,2197,1883,2454,3543.155,2259,136267,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,503,2,1.066,1130.732,1124,1036,1210,1205.432,1139,46360,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,504,2,0.832,765.375,770,709,809,636.83,773,24492,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,505,3,1.352,3043.442,3175,2839,3215,4114.981,3049,158259,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,506,3,1.196,3157.674,3148,2790,3315,3776.805,3168,145253,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,507,3,2.08,1605.463,1414,1262,1789,3339.563,1638,128437,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,508,3,0.416,1117.875,1061,1061,1151,465.064,1123,17886,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,509,4A,1.092,1486.238,1468,1275,1609,1623.07,1512,62422,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,510,4A,0.806,1480.419,1488,1335,1580,1193.29,1492,45893,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,511,4A,0.676,1128.385,1107,1050,1180,762.834,1138,29338,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,512,4A,0.416,643.062,661,581,681,267.53,648,10289,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,513,4B,0.65,2055.48,1915,1915,2167,1336.142,2070,51387,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,514,4B,0.858,1056.697,1086,980,1123,906.7,1061,34871,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,515,4B,0.494,794.368,780,729,864,392.442,789,15093,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,516,4B,0.78,935.733,932,892,978,729.916,935,28072,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,517,6,0.988,4095,4095,4095,4095,4046.103,4095,155610,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,518,6,0.52,3484.25,3174,3174,3778,1811.919,3513,69685,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,519,6,1.014,1571.821,1566,1434,1670,1593.922,1577,61301,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,520,6,0.702,1381.741,1359,1354,1411,970.04,1384,37307,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,521,7,1.144,1879.159,1767,1733,1998,2149.887,1891,82683,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,522,7,1.222,1448.979,1551,1119,1639,1770.758,1480,68102,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,523,7,1.014,612.128,621,548,658,620.735,616,23873,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,524,7,0.858,835.03,859,764,892,716.499,835,27556,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,525,8,0.832,4095,4095,4095,4095,3407.245,4095,131040,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,526,8,1.014,4045.718,4095,3486,4095,4102.605,4095,157783,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,527,8,0.78,1458.433,1480,1301,1538,1137.646,1475,43753,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,528,8,0.546,1065,1049,1021,1117,581.525,1061,22365,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,529,9,1.248,1663.729,1735,1235,1849,2076.459,1735,79859,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,530,9,0.702,1865.556,1841,1616,1970,1309.699,1888,50370,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,531,9,0.624,730.917,738,675,760,456.119,738,17542,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,532,9,0.546,1048.905,1021,952,1098,572.736,1058,22027,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,533,10,2.08,2219.688,2331,1778,2418,4617.227,2269,177575,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASI,534,10,0.572,2431.409,2015,2015,2600,1390.85,2463,53491,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,535,10,0.442,1262.353,1236,1183,1338,557.994,1263,21460,HB101 contaminated,,,,,
mg360,4,10_16_15,27,HB101,0,ASJ,536,10,0.416,812.938,840,769,849,338.202,816,13007,HB101 contaminated,,,,,
N2,5,6_17_16,27,OP50,0,ASI,537,62,2.641,1004.032,991,753,1133,2652.078,1021,253016,,25,,,,
N2,5,6_17_16,27,OP50,0,ASJ,538,62,2.128,845.404,872,709,913,1798.865,855,171617,,25,,,,
N2,5,6_17_16,27,OP50,0,ASI,539,62,1.939,813.805,847,716,877,1578.086,818,150554,,25,,,,
N2,5,6_17_16,27,OP50,0,ASJ,540,62,1.174,599.821,592,534,652,704.171,599,67180,,25,,,,
N2,5,6_17_16,27,OP50,0,ASI,541,63,2.348,1134.415,1154,915,1252,2663.535,1155,254109,,25,,,,
N2,5,6_17_16,27,OP50,0,ASJ,542,63,1.342,695.82,700,634,743,933.567,700,89065,,25,,,,
N2,5,6_17_16,27,OP50,0,ASI,543,63,1.614,558.468,581,498,603,901.482,561,86004,,25,,,,
N2,5,6_17_16,27,OP50,0,ASJ,544,63,1.205,468.27,468,430,499,564.459,469,53851,,25,,,,
N2,5,6_17_16,27,OP50,0,ASI,545,64,2.463,746.234,758,643,841,1838.151,750,175365,,25,,,,
N2,5,6_17_16,27,OP50,0,ASJ,546,64,2.212,440.427,443,395,471,974.079,441,92930,,25,,,,
N2,5,6_17_16,27,OP50,0,ASI,547,64,3.511,1006.901,1038,837,1157,3535.657,1015,337312,,25,,,,
N2,5,6_17_16,27,OP50,0,ASJ,548,64,3.008,719.791,729,625,782,2165.343,723,206580,,25,,,,
N2,5,6_17_16,27,OP50,0,ASI,549,65,2.4,998.838,1002,900,1095,2397.558,998,228734,,25,,,,
N2,5,6_17_16,27,OP50,0,ASJ,550,65,2.212,774.725,781,648,857,1713.438,785,163467,,25,,,,
N2,5,6_17_16,27,OP50,0,ASI,551,65,2.096,758.315,786,664,826,1589.71,763,151663,,25,,,,
N2,5,6_17_16,27,OP50,0,ASJ,552,65,2.243,969.64,998,807,1060,2175.017,986,207503,,25,,,,
N2,5,6_17_16,27,OP50,0,ASI,553,66,2.264,1232.486,1306,1067,1365,2790.449,1235,266217,,25,,,,
N2,5,6_17_16,27,OP50,0,ASJ,554,66,2.83,513.089,499,415,587,1452.094,521,138534,,25,,,,
N2,5,6_17_16,27,OP50,0,ASI,555,66,2.589,1659.636,1675,1404,1813,4296.829,1673,409930,,25,,,,
N2,5,6_17_16,27,OP50,0,ASJ,556,66,1.541,735.224,719,684,782,1132.858,737,108078,,25,,,,
N2,5,6_17_16,27,OP50,0,ASI,557,67,2.725,1140.485,1216,877,1296,3108.144,1151,296526,,25,,,,
N2,5,6_17_16,27,OP50,0,ASJ,558,67,2.107,525.985,524,469,569,1108.174,529,105723,,25,,,,
N2,5,6_17_16,27,OP50,0,ASI,559,67,1.247,728.227,694,650,782,908.347,730,86659,,25,,,,
N2,5,6_17_16,27,OP50,0,ASJ,560,67,1.205,548.539,567,496,582,661.217,551,63082,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASI,561,68,2.201,1341.948,1410,1112,1502,2953.882,1351,281809,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASJ,562,68,4.119,866.654,914,662,980,3570.069,880,340595,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASI,563,68,3.354,1464.866,1555,1204,1656,4913.445,1480,468757,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASJ,564,68,2.233,1211.549,1227,976,1326,2704.949,1224,258060,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASI,565,69,3.029,1254.059,1179,1053,1418,3798.867,1259,362423,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASJ,566,69,4.497,566.667,570,474,628,2548.14,569,243100,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASI,567,69,2.631,1939.781,1799,1535,2241,5103.46,1960,486885,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASJ,568,69,2.809,860.448,866,735,938,2417.117,866,230600,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASI,569,70,3.386,990.319,1071,726,1176,3352.864,999,319873,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASJ,570,70,1.363,561.415,566,506,600,765.008,561,72984,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASI,571,70,2.159,962.587,1023,750,1086,2078.479,969,198293,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASJ,572,70,1.782,676.753,706,597,739,1205.917,681,115048,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASI,573,71,2.379,1544.652,1402,1174,1784,3675.317,1569,350636,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASJ,574,71,1.467,726.607,748,646,782,1066.267,728,101725,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASI,575,71,2.348,1333.17,1332,1128,1460,3130.198,1335,298630,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASJ,576,71,1.572,685.027,693,632,726,1077.053,688,102754,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASI,577,72,4.182,968.865,1039,713,1158,4052.046,985,386577,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASJ,578,72,2.547,741.144,731,618,820,1887.762,746,180098,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASI,579,72,2.369,1895.885,1769,1310,2176,4491.162,1924,428470,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASJ,580,72,1.992,1053.758,1014,836,1167,2098.615,1074,200214,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASI,581,73,2.558,562.508,588,471,630,1438.656,566,137252,,25,,,,
N2,5,6_17_16,27,NGM+Leucine,0,ASJ,582,73,3.071,482.894,502,409,538,1483.057,487,141488,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,583,74,2.767,894.045,955,676,1046,2474.012,902,236028,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,584,74,1.771,395.314,399,349,430,700.272,398,66808,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,585,74,1.614,799.481,758,665,869,1290.527,809,123120,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,586,74,1.3,546.46,537,503,590,710.261,545,67761,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,587,75,1.52,1663.262,1679,1431,1789,2527.941,1679,241173,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,588,75,1.551,723.973,752,640,771,1123.11,729,107148,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,589,75,1.792,1254.614,1314,1067,1363,2248.768,1259,214539,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,590,75,1.268,579.174,576,513,629,734.569,582,70080,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,591,76,2.028,1810.256,1803,1472,1942,3671.421,1830,141200,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,592,76,3.614,1002.23,989,867,1075,3622.278,1003,139310,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,593,76,4.446,1338.643,1353,1191,1426,5951.966,1351,228908,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,594,76,3.666,845.66,837,788,906,3100.374,845,119238,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,595,77,3.186,1568.658,1742,1055,1873,4998.505,1620,476872,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,596,77,1.75,956.695,1011,877,1043,1674.666,956,159768,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,597,77,1.384,1714.97,1707,1538,1839,2372.841,1722,226376,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,598,77,1.614,821.195,820,708,878,1325.578,829,126464,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,599,78,2.872,698.916,707,594,777,2007.308,707,191503,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,600,78,1.824,577.983,596,500,630,1054.15,583,100569,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,601,78,2.117,484.545,477,420,533,1025.943,487,97878,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,602,79,1.73,1312.024,1272,1130,1431,2269.155,1311,216484,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,603,79,1.247,475.261,477,445,503,592.812,476,56556,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,604,79,2.935,1156.343,1167,934,1348,3393.775,1162,323776,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,605,79,1.698,1004.259,1004,859,1077,1705.294,1011,162690,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,606,80,2.306,818.359,869,639,928,1887.143,830,180039,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,607,80,2.474,460.356,467,384,498,1138.791,465,108644,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,608,80,2.327,750.824,753,616,842,1747.148,759,166683,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,609,80,2.138,452.995,454,407,486,968.639,455,92411,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,610,81,2.044,857.749,877,693,987,1753.206,863,167261,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,611,81,1.541,584.823,589,545,619,901.115,586,85969,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,612,81,2.568,809.816,793,676,900,2079.653,817,198405,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,613,81,1.457,540.791,558,450,598,787.921,548,75170,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,614,82,2.023,617.575,629,551,660,1249.354,618,119192,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,615,82,2.736,352.935,360,323,384,965.547,354,92116,,25,,,,
N2,5,6_17_16,27,NGM,0,ASI,616,82,2.893,501.149,508,400,576,1449.819,505,138317,,25,,,,
N2,5,6_17_16,27,NGM,0,ASJ,617,82,2.17,362.966,367,335,389,787.544,364,75134,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASI,618,83,2.327,1036.009,1096,718,1167,2410.765,1061,229994,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASJ,619,83,1.373,748.099,744,674,798,1027.233,750,98001,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASI,620,83,1.31,953.728,936,839,1024,1249.605,956,119216,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASJ,621,83,1.216,598.802,608,563,633,728.08,601,69461,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASI,622,84,1.866,1522.882,1564,1304,1641,2841.349,1537,271073,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASJ,623,84,1.918,710.546,713,596,765,1362.956,718,130030,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASI,624,84,1.834,1112.52,1025,940,1274,2040.724,1106,194691,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASJ,625,84,2.191,781.321,745,681,846,1711.646,784,163296,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASI,626,85,1.782,1779.106,1767,1472,1959,3170.217,1799,302448,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASJ,627,85,2.39,1030.5,1062,912,1122,2462.755,1034,234954,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASI,628,85,1.415,1475.615,1521,1328,1586,2088.07,1487,199208,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASJ,629,85,1.551,734.662,748,678,788,1139.693,737,108730,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASI,630,86,2.065,621.817,616,561,682,1284.007,624,122498,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASJ,631,86,3.124,725.745,752,605,803,2266.933,732,216272,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASI,632,86,1.457,657.871,674,563,724,958.503,662,91444,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASJ,633,86,1.855,489.949,492,431,540,908.997,492,86721,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASI,634,87,2.075,928.288,978,807,1008,1926.576,932,183801,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASJ,635,87,1.593,417.921,421,391,446,665.85,420,63524,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASI,636,88,3.365,1207.065,1294,703,1465,4061.385,1247,387468,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASJ,637,88,1.771,608.172,612,559,643,1077.336,611,102781,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASI,638,88,1.373,1136.496,1154,1028,1212,1560.55,1143,148881,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASJ,639,88,1.499,654.797,666,604,709,981.479,655,93636,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASI,640,89,2.233,925.249,938,736,1043,2065.744,938,197078,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASJ,641,89,1.572,476,474,429,508,748.405,477,71400,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASI,642,89,1.279,1192.639,1237,1062,1273,1525.132,1200,145502,,25,,,,
N2,5,6_17_16,27,NGM+peptone,0,ASJ,643,89,2.149,823.956,856,680,898,1770.501,837,168911,,25,,,,
mg360,5,6_17_16,27,OP50,0,ASI,644,90,1.457,3314.518,3220,2943,3530,4829.181,3328,460718,,,,,,
mg360,5,6_17_16,27,OP50,0,ASJ,645,90,1.625,957.581,977,851,1028,1555.77,963,148425,,,,,,
mg360,5,6_17_16,27,OP50,0,ASI,646,90,1.509,3235.146,3348,2826,3434,4883.09,3270,465861,,,,,,
mg360,5,6_17_16,27,OP50,0,ASJ,647,90,1.509,894.056,890,831,952,1349.477,897,128744,,,,,,
mg360,5,6_17_16,27,OP50,0,ASI,648,91,2.075,2285.899,2250,1873,2504,4744.173,2319,452608,,,,,,
mg360,5,6_17_16,27,OP50,0,ASJ,649,91,1.059,1126.772,1148,1021,1202,1192.878,1135,113804,,,,,,
mg360,5,6_17_16,27,OP50,0,ASI,650,91,1.436,2269.204,2279,1995,2466,3258.611,2290,310881,,,,,,
mg360,5,6_17_16,27,OP50,0,ASJ,651,91,1.342,816.797,853,719,864,1095.878,826,104550,,,,,,
mg360,5,6_17_16,27,OP50,0,ASI,652,92,2.327,898.009,947,717,1002,2089.643,901,199358,,,,,,
mg360,5,6_17_16,27,OP50,0,ASJ,653,92,1.006,540.646,542,507,573,544.029,542,51902,,,,,,
mg360,5,6_17_16,27,OP50,0,ASI,654,92,1.143,1041.486,1046,966,1102,1189.922,1041,113522,,,,,,
mg360,5,6_17_16,27,OP50,0,ASJ,655,92,1.184,305.327,305,284,323,361.645,305,34502,,,,,,
mg360,5,6_17_16,27,OP50,0,ASI,656,93,1.992,1963.026,1777,1636,2149,3909.472,1974,372975,,,,,,
mg360,5,6_17_16,27,OP50,0,ASJ,657,93,1.709,497.699,501,462,528,850.341,500,81125,,,,,,
mg360,5,6_17_16,27,OP50,0,ASI,658,93,1.866,1597.691,1621,1363,1739,2980.926,1610,284389,,,,,,
mg360,5,6_17_16,27,OP50,0,ASJ,659,93,1.216,442.353,454,393,475,537.856,450,51313,,,,,,
mg360,5,6_17_16,27,OP50,0,ASI,660,94,2.023,1676.585,1725,1327,1836,3391.731,1696,323581,,,,,,
mg360,5,6_17_16,27,OP50,0,ASJ,661,94,0.839,517.925,524,495,537,434.305,518,41434,,,,,,
mg360,5,6_17_16,27,OP50,0,ASI,662,94,1.771,1441.994,1472,1138,1707,2554.398,1444,243697,,,,,,
mg360,5,6_17_16,27,OP50,0,ASJ,663,94,1.111,460.792,449,427,487,511.976,462,48844,,,,,,
mg360,5,6_17_16,27,OP50,0,ASI,664,95,2.044,1150.123,1055,840,1369,2350.809,1128,224274,,,,,,
mg360,5,6_17_16,27,OP50,0,ASJ,665,95,1.153,828.345,867,749,901,955.086,835,91118,,,,,,
mg360,5,6_17_16,27,OP50,0,ASI,666,95,0.912,1321.034,1358,1137,1400,1204.68,1322,114930,,,,,,
mg360,5,6_17_16,27,OP50,0,ASJ,667,95,0.839,627.95,627,585,668,526.567,629,50236,,,,,,
mg360,5,6_17_16,27,OP50,0,ASI,668,96,1.132,3270.444,3056,2909,3613,3702.277,3257,353208,,,,,,
mg360,5,6_17_16,27,OP50,0,ASJ,669,96,1.08,1401.223,1384,1274,1483,1512.805,1402,144326,,,,,,
