genotype,day,date,temp,food,pheromone,neuron,cell.ID,ID,area,mean,mode,min,max,IntDen,Median,RawIntDen,notes,exp_time,rescaledASI,medianASI,medianASJ,rescaledASJ
N2,6,6_30_16,25,OP50,0,ASI,1058,16,1.614,1608.117,1560,1476,1712,2595.832,1614,247650,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50,0,ASI,1059,16,1.195,1701.018,1674,1485,1870,2032.6,1712,193916,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50,0,ASJ,1060,16,0.849,631.852,632,580,667,536.462,634,51180,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50,0,ASJ,1061,16,0.975,779.086,778,721,821,759.463,780,72455,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50,0,ASI,1062,17,0.786,2212.267,2106,2032,2368,1739.15,2237,165920,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50,0,ASI,1063,17,0.943,2100.722,2101,1840,2258,1981.753,2122,189065,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50,0,ASJ,1064,17,1.625,922.49,909,804,994,1498.759,928,142986,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50,0,ASJ,1065,17,1.101,1117.152,1111,1029,1178,1229.533,1120,117301,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50,0,ASI,1066,18,0.891,1469.976,1590,1275,1637,1309.687,1458,124948,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50,0,ASI,1067,18,0.744,2507.704,2549,2279,2703,1866.264,2492,178047,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50,0,ASJ,1068,18,0.86,839.171,829,777,888,721.278,839,68812,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50,0,ASJ,1069,18,2.044,793.497,816,715,858,1621.879,792,154732,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50,0,ASI,1070,19,0.996,2203.874,2244,1921,2378,2194.566,2212,209368,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50,0,ASI,1071,19,1.3,1910.734,1911,1723,2084,2483.477,1924,236931,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50,0,ASJ,1072,19,0.828,670.62,661,634,717,555.318,671,52979,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50,0,ASJ,1073,19,0.713,522.074,499,485,556,372.116,520,35501,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1074,1,1.646,2485.943,2469,2094,2653,4090.996,2515,390293,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1075,1,2.4,2488.105,2524,1989,2775,5972.312,2511,569776,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1076,1,0.43,1072.854,1065,1012,1124,461.066,1072,43987,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1077,1,1.803,624.628,646,476,677,1126.129,635,107436,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1078,2,1.268,1602.81,1536,1369,1745,2032.852,1611,193940,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1079,2,0.975,1010.968,1009,947,1090,985.504,1008,94020,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1080,2,0.933,844.652,843,778,892,787.963,847,75174,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1081,2,0.535,756.627,765,725,793,404.474,758,38588,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1082,3,1.74,1184.392,1207,1028,1282,2060.828,1191,196609,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1083,3,0.556,1387.038,1386,1260,1481,770.553,1392,73513,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1084,3,0.723,531.609,546,475,581,384.485,537,36681,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1085,3,0.535,892.588,886,831,941,477.155,892,45522,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1086,4,1.834,2635.771,2563,2302,2870,4834.862,2637,461260,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1087,4,0.744,2351.93,2386,2205,2442,1750.334,2365,166987,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1088,4,0.943,940.967,945,884,1005,887.677,944,84687,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1089,4,0.964,898.261,881,818,949,866.221,901,82640,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1090,5,1.08,1470.592,1495,1332,1586,1587.698,1476,151471,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1091,5,0.65,1558.484,1559,1435,1641,1012.82,1575,96626,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1092,5,0.566,566.963,590,524,608,320.913,570,30616,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1093,6,0.671,1953.562,1708,1708,2116,1310.526,1975,125028,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1094,6,0.629,1832.883,1778,1687,1934,1152.722,1837,109973,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1095,6,0.608,742.121,730,672,798,451.171,744,43043,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1096,6,0.723,825.42,868,717,893,596.984,831,56954,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1097,7,1.52,2353.717,2407,2017,2503,3577.343,2372,341289,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1098,7,0.88,1853.786,2026,1599,2031,1632.214,1854,155718,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1099,7,1.3,858.726,890,743,925,1116.129,869,106482,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1100,7,1.342,912.75,908,849,965,1224.617,915,116832,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1101,8,1.069,674.206,679,600,723,720.827,679,68769,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1102,8,0.524,1844.88,1806,1730,1948,966.889,1848,92244,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1103,8,1.205,898.217,922,772,969,1082.724,908,103295,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1104,8,0.597,1100.421,1080,1057,1148,657.464,1098,62724,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1105,9,0.524,918.26,914,877,952,481.254,920,45913,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1106,9,0.671,690.078,696,624,731,462.931,695,44165,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1107,9,0.503,527.833,535,488,559,265.568,530,25336,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1108,9,0.577,558.6,564,531,587,322.034,559,30723,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1109,10A,0.608,2183.586,2076,1818,2479,1327.507,2197,126648,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1110,10A,0.755,1943.611,1913,1736,2080,1466.831,1952,139940,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1111,10A,1.405,747.925,715,673,815,1050.513,753,100222,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1112,10A,0.535,927.078,944,870,974,495.593,929,47281,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1113,10B,0.692,2979.5,2804,2593,3289,2061.226,3000,196647,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1114,10B,0.524,2350.98,2058,1952,2631,1232.132,2383,117549,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1115,10B,0.65,597.71,608,553,625,388.437,600,37058,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1116,10B,0.535,868.196,885,823,907,464.116,868,44278,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1117,12,1.122,598,599,544,640,670.692,599,63986,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1118,12,1.122,674.645,682,576,733,756.654,682,72187,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1119,12,1.153,458.764,463,428,489,528.957,459,50464,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1120,12,1.205,350.087,341,328,377,422,350,40260,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1121,13,1.813,2030.618,2139,1647,2223,3682.246,2061,351297,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1122,13,1.813,2512.965,2515,1888,2787,4556.915,2567,434743,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1123,13,0.828,718.367,723,649,775,594.856,720,56751,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1124,13,0.587,1212.714,1179,1129,1277,711.844,1219,67912,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1125,14,1.792,597.772,601,503,650,1071.445,602,102219,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1126,14,0.755,1242.944,1099,1096,1349,938.043,1268,89492,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1127,14,0.702,618.642,640,535,659,434.463,624,41449,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1128,14,0.88,780.357,800,717,829,687.086,780,65550,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1129,15,2.023,1375.352,1447,1107,1521,2782.336,1393,265443,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1130,15,0.943,1546.111,1562,1357,1629,1458.551,1557,139150,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1131,15,0.545,843.885,855,771,889,459.965,842,43882,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1132,15,0.839,339.988,342,323,360,285.096,341,27199,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1133,16,1.74,2634.572,2745,2246,2891,4584.126,2668,437339,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1134,16,1.038,2413.687,2360,2249,2552,2504.693,2419,238955,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1135,16,0.734,1142.686,1131,1054,1198,838.423,1144,79988,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1136,16,1.153,918.109,935,852,975,1058.584,921,100992,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1137,17,1.174,2112.875,2109,1891,2272,2480.448,2124,236642,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1138,17,1.122,2039.944,2141,1828,2209,2287.917,2064,218274,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1139,17,1.321,801.063,795,727,866,1057.976,805,100934,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASI,1140,18,0.922,2412.216,2456,2262,2521,2225.037,2423,212275,mgIS40 contaminated,,,,,
N2,6,6_30_16,25,OP50-peptone,0,ASJ,1141,18,1.384,1029.674,1001,937,1102,1424.663,1035,135917,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1142,1,1.006,766.542,787,656,859,771.339,774,73588,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1143,1,0.671,995.578,1032,890,1042,667.873,1003,63717,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1144,1,0.943,536.667,543,510,563,506.274,536,48300,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1145,1,0.314,806.1,782,742,850,253.483,813,24183,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1146,2,0.587,998.536,1033,908,1075,586.125,1008,55918,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1147,2,0.587,820.964,838,773,873,481.893,822,45974,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1148,2,0.692,495.348,494,471,525,342.683,495,32693,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1149,2,1.153,495.709,490,459,519,571.555,496,54528,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1150,3,1.604,1406.549,1431,1110,1601,2255.717,1419,215202,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1151,3,1.342,796.891,758,690,951,1069.171,786,102002,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1152,3,0.755,646.486,654,575,693,487.899,650,46547,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1153,3,0.818,549.449,561,517,571,449.221,549,42857,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1154,4,1.258,1561.658,1733,1233,1761,1964.29,1592,187399,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1155,4,1.258,2530.3,2729,1982,2776,3182.67,2562,303636,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1156,4,1.132,498.352,502,458,530,564.155,498,53822,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1157,4,1.499,651.545,675,571,702,976.605,654,93171,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1158,5,0.839,658.775,674,569,709,552.415,665,52702,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1159,5,0.807,713.519,674,641,778,575.884,714,54941,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1160,5,1.258,539.933,509,454,601,679.141,545,64792,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1161,5,0.566,476.333,493,421,517,269.614,480,25722,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1162,6,0.88,889.56,881,783,945,783.236,894,74723,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1163,6,0.566,1000.926,957,922,1052,566.545,999,54050,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1164,6,0.839,523.725,530,471,551,439.169,526,41898,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1165,6,0.419,618.175,614,590,644,259.185,619,24727,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1166,13,0.587,954.661,934,910,1011,560.371,956,53461,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1167,13,0.503,690.5,685,665,721,347.411,690,33144,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1168,13,0.283,692.963,695,627,721,196.116,696,18710,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1169,8,1.174,1226.304,1287,982,1410,1439.641,1253,137346,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1170,8,0.734,1303.7,1315,1227,1367,956.564,1309,91259,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1171,8,0.839,715.938,719,663,751,600.348,719,57275,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1172,8,0.818,532,524,500,567,434.955,531,41496,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1173,9,1.038,1449.253,1481,1254,1541,1503.895,1456,143476,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1174,9,0.734,1154.286,1158,1046,1224,846.934,1158,80800,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1175,9,1.258,436.467,443,407,466,548.998,439,52376,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1176,9,1.006,634.552,642,593,673,638.523,637,60917,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1177,10,1.153,661.718,673,621,698,762.964,662,72789,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1178,10,1.509,630.042,627,556,685,950.977,632,90726,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1179,10,0.692,839.045,847,766,905,580.454,844,55377,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1180,11,0.849,920.123,900,822,975,781.213,924,74530,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1181,11,0.943,751.7,755,641,810,709.129,760,67653,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1182,11,0.377,420.528,415,406,437,158.685,420,15139,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1183,12,0.419,781.9,791,683,857,327.831,791,31276,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASI,1184,12,0.755,1167.125,1145,1078,1268,880.822,1171,84033,mgIS40 contaminated,,,,,
N2,6,6_30_16,27,OP50,0,ASJ,1185,12,0.356,561.412,565,522,595,200.078,565,19088,mgIS40 contaminated,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1186,1,1.52,630.779,619,559,681,958.702,629,91463,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1187,1,0.755,613.125,595,571,661,462.722,613,44145,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1188,1,1.572,320.033,317,301,348,503.182,320,48005,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1189,1,0.88,262.798,258,252,277,231.387,263,22075,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1190,2,0.891,1782.471,1758,1673,1897,1588.107,1779,151510,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1191,2,0.535,1872.118,1751,1751,2033,1000.787,1867,95478,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1192,2,1.143,783.587,788,713,832,895.266,788,85411,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1193,2,0.702,753.119,760,671,795,528.904,760,50459,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1194,3,1.258,3637.6,3780,2871,3890,4575.457,3677,436512,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1195,3,1.667,3055.987,3060,2662,3265,5093.156,3073,485902,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1196,3,1.478,1345.525,1308,1253,1439,1988.608,1347,189719,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1197,3,0.87,1202.506,1188,1097,1266,1046.173,1212,99808,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1198,4,1.122,3137.346,3033,2752,3379,3518.718,3158,335696,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1199,4,0.86,2934.829,2887,2729,3073,2522.522,2948,240656,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1200,4,1.027,1155.622,1153,1087,1215,1187.081,1158,113251,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1201,4,0.86,750.817,750,715,785,645.337,752,61567,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1202,5,1.331,2748.827,2437,2135,3183,3659.228,2794,349101,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1203,5,1.373,2767.618,2869,2467,2945,3800.282,2775,362558,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1204,5,1.279,1179.516,1207,989,1273,1508.35,1199,143901,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1205,5,1.08,712.282,721,663,761,769.002,713,73365,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1206,6,2.704,3362.407,3476,2701,3699,9093.024,3376,867501,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1207,6,1.111,2810.613,2760,2591,2930,3122.808,2832,297925,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1208,6,1.111,1117.311,1118,1000,1196,1241.419,1124,118435,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1209,6,0.734,857.086,863,800,893,628.87,860,59996,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1210,7,1.195,3471.298,3510,3086,3713,4147.965,3509,395728,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1211,7,1.478,3399.418,3556,2736,3753,5024.144,3460,479318,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1212,7,0.86,1811.5,1839,1685,1910,1557.007,1813,148543,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1213,7,0.755,1453.736,1439,1362,1520,1097.126,1456,104669,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1214,8,1.646,2545.401,2506,2214,2749,4188.845,2566,399628,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1215,8,1.122,2494.439,2497,2219,2662,2797.661,2497,266905,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1216,8,2.82,1899.751,1912,1362,2162,5356.576,1945,511033,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1217,8,1.132,1453.722,1450,1312,1540,1645.673,1457,157002,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1218,9,1.719,1700.268,1696,1569,1825,2922.804,1705,278844,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1219,9,2.044,1758.092,1656,1364,1918,3593.475,1779,342828,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1220,9,1.163,627.189,630,566,670,729.726,629,69618,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1221,9,1.52,931.669,920,831,1009,1416.015,931,135092,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1222,10,1.111,2365.085,2329,2078,2532,2627.792,2377,250699,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1223,10,1.069,3165.676,3038,2850,3346,3384.582,3161,322899,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1224,10,1.405,1275.873,1276,1169,1347,1792.052,1276,170967,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1225,10,1.373,1270.855,1242,1182,1369,1745.041,1270,166482,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1226,11,1.205,1982.652,1963,1802,2125,2389.916,1986,228005,,,,,,
N2,7,8_2_16,25,OP50,0,ASI,1227,11,2.044,2073.682,2170,1612,2317,4238.529,2143,404368,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1228,11,0.996,963.621,952,884,1029,959.551,965,91544,,,,,,
N2,7,8_2_16,25,OP50,0,ASJ,1229,11,0.849,796.407,798,727,839,676.174,800,64509,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1230,1,2.107,2079.164,2111,1819,2226,4380.495,2096,417912,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1231,1,2.453,2553.769,2667,2218,2814,6263.771,2569,597582,,,,,,
N2,7,8_2_16,25,OP50,1200,ASJ,1232,1,1.059,877.208,869,816,916,928.672,877,88598,,,,,,
N2,7,8_2_16,25,OP50,1200,ASJ,1233,1,1.467,511.529,515,471,549,750.648,513,71614,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1234,2,1.446,1410.674,1363,1237,1556,2040.535,1411,194673,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1235,2,1.226,1440.171,1483,1209,1587,1766.193,1453,168500,,,,,,
N2,7,8_2_16,25,OP50,1200,ASJ,1236,2,1.132,837.231,835,766,885,947.78,840,90421,,,,,,
N2,7,8_2_16,25,OP50,1200,ASJ,1237,2,0.65,748.371,742,710,783,486.348,749,46399,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1238,3,0.692,2075.955,2054,1883,2231,1436.151,2082,137013,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1239,3,1.226,2577.197,2799,2114,2998,3160.616,2579,301532,,,,,,
N2,7,8_2_16,25,OP50,1200,ASJ,1240,3,0.933,1158.685,1140,1071,1214,1080.921,1163,103123,,,,,,
N2,7,8_2_16,25,OP50,1200,ASJ,1241,3,0.828,1348.076,1314,1279,1432,1116.297,1346,106498,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1242,4,1.405,4079.045,4095,3579,4095,5729.3,4095,546592,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1243,4,1.436,4077.533,4095,3796,4095,5855.397,4095,558622,,,,,,
N2,7,8_2_16,25,OP50,1200,ASJ,1244,4,0.734,1166.471,1146,1085,1244,855.875,1163,81653,,,,,,
N2,7,8_2_16,25,OP50,1200,ASJ,1245,4,0.702,989.687,998,902,1073,695.042,988,66309,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1246,5,1.562,2291.57,2370,1995,2496,3578.968,2319,341444,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1247,5,0.933,2129.944,2099,2031,2214,1986.994,2129,189565,,,,,,
N2,7,8_2_16,25,OP50,1200,ASJ,1248,5,1.279,1443.139,1473,1267,1569,1845.468,1458,176063,,,,,,
N2,7,8_2_16,25,OP50,1200,ASJ,1249,5,1.688,1313.447,1303,1213,1392,2216.546,1318,211465,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1250,6,1.059,2656.96,2439,2188,3006,2812.838,2679,268353,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1251,6,1.048,2738.37,2571,2345,3111,2870.321,2744,273837,,,,,,
N2,7,8_2_16,25,OP50,1200,ASJ,1252,6,0.975,669.914,679,633,706,653.041,672,62302,,,,,,
N2,7,8_2_16,25,OP50,1200,ASJ,1253,6,0.577,600.255,611,568,639,346.048,605,33014,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1254,7,0.985,2445.223,2425,2283,2621,2409.266,2432,229851,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1255,7,1.572,3554.933,3472,3046,3836,5589.347,3592,533240,,,,,,
N2,7,8_2_16,25,OP50,1200,ASJ,1256,7,1.059,852.743,886,773,907,902.771,861,86127,,,,,,
N2,7,8_2_16,25,OP50,1200,ASJ,1257,7,1.289,688.195,695,659,730,887.268,690,84648,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1258,8,1.331,979.709,981,871,1065,1304.184,986,124423,,,,,,
N2,7,8_2_16,25,OP50,1200,ASI,1259,8,0.671,651.891,644,618,678,437.314,653,41721,,,,,,
N2,7,8_2_16,25,OP50,1200,ASJ,1260,8,0.786,830.413,814,778,876,652.821,833,62281,,,,,,
